,locations,source_reliability,media,confidence,text,text_translated,_timestamp,num_persons,mode,origin,destination,geom_tweet,triage_status,source,uniqueid
2406,"['slovenia', 'austria']",0.994,,0.97,LIVE: Thousands of refugees arrive at Slovenia-Austria: https://t.co/SqclIK9i4f,live thousands of refugees arrive at slovenia austria,2019-11-21 20:34:07,,,,AT,0101000000151DC9E53F042D402CD49AE61D074740,,twitter,2388
2407,['norway'],0.071,,0.526,Cycling to Asylum: Nearly 100 Refugees Are Pedaling to Norway's Border Every Day https://t.co/w1xhkVCzLL,cycling to asylum nearly 100 refugees are pedaling to norways border every day,2019-11-22 01:42:59,100.0,,,,,,twitter,2389
2408,"['spielfeld', 'slovenia', 'austria']",0.056,,0.951,RT @VPannuti: #migrants &amp; #refugees break through Austrian border #Spielfeld (29/10/2015) #Slovenia #Austria via @HaraldDoornbos  https://t…,migrants amp refugees break through austrian border spielfeld 29 10 2015 slovenia austria via,2019-11-22 17:57:17,,,,,0101000000BC0512143F462F405F07CE19515A4740,,twitter,2390
2409,"['slovenia', 'austria']",0.754,['http://pbs.twimg.com/media/CSpu8PXW4AA-UAC.jpg'],0.998,"RT @Carolyn_Cole: Two trains carrying 1,000 immigrants each arrived at the border of Slovenia and Austria, escorted by police. https://t.co…",two trains carrying 1 000 immigrants each arrived at the border of slovenia and austria escorted by police,2019-11-23 14:24:12,,train,,,0101000000151DC9E53F042D402CD49AE61D074740,,twitter,2391
2410,"['sudan', 'sudan']",0.0,['http://pbs.twimg.com/media/CSqFdrsWEAAfFdV.jpg'],0.759,"RT @Rocconuri: 82 #refugees from #Sudan's #SouthKordofan arrive in #SouthSudan on foot through new route, mostly boys @Refugees https://t.c…",82 refugees from sudans southkordofan arrive in southsudan on foot through new route mostly boys,2019-11-23 16:02:37,82.0,on foot,,,,,twitter,2392
2411,['eritrea'],0.227,,0.745,"RT @2tweetaboutit: From Eritrea to London: Refugee's 3,500 mile journey MAPPED but he expected 'MORE from UK' https://t.co/YC1dcUv9wk",from eritrea to london refugees 3 500 mile journey mapped but he expected more from uk,2019-11-23 17:18:35,3500.0,,,,,,twitter,2393
2412,"['slovenia', 'austria']",0.283,['http://pbs.twimg.com/media/CSqmWPkXAAAC6uY.jpg'],0.999,"RT @latimes: 2 trains carrying 1,000 immigrants each arrived at the Slovenia/Austria border today (📷: @Carolyn_Cole / @latimes) https://t.c…",2 trains carrying 1 000 immigrants each arrived at the slovenia austria border today,2019-11-23 18:26:16,,train,,,0101000000151DC9E53F042D402CD49AE61D074740,,twitter,2394
2413,['eritrea'],0.234,,0.725,From Eritrea to London: Refugee's 3500 mile journey MAPPED but he expected 'MORE from UK' https://t.co/EZ18sIvTTn #MuslimInvaders,from eritrea to london refugees 3500 mile journey mapped but he expected more from uk musliminvaders,2019-11-23 19:50:35,3500.0,,,,,,twitter,2395
2414,[],0.412,,0.769,"RT @AP: The Latest: UNHCR: 218,000 migrants cross Mediterranean in October, a record monthly tally: https://t.co/Qs6wgVN76L",the latest unhcr 218 000 migrants cross mediterranean in october a record monthly tally,2019-11-25 17:41:00,218000.0,,,,,,twitter,2396
2415,[],0.533,,0.671,"RT @APDiploWriter: GENEVA (AP) - #UNHCR: More than 218,000 migrants crossed #Mediterranean in October, a record monthly tally.",geneva ap unhcr more than 218 000 migrants crossed mediterranean in october a record monthly tally,2019-11-25 17:44:00,218000.0,,,,,,twitter,2397
2416,[],0.0,"['http://pbs.twimg.com/media/CS1USJxW4AE1qfU.jpg', 'http://pbs.twimg.com/media/CS1Se9fW4AAMQ32.jpg']",0.543,"#USAfricaBF Thread: Migrants, refugees traveling to Europe across Mediterranean up sharply… https://t.co/oSGixvCDMR https://t.co/PYJ6QQfgbt",usafricabf thread migrants refugees traveling to europe across mediterranean up sharply,2019-11-25 20:23:10,,,,,,,twitter,2398
2417,[],0.718,['http://pbs.twimg.com/media/CPNOvKBXAAAIAlB.png'],0.587,"RT @ValerioDeC: 218,394 #refugees crossed the Mediterranean in October. 3,329 dead/missing in 2015, many children. Open safe routes https:/…",218 394 refugees crossed the mediterranean in october 3 329 dead missing in 2015 many children open safe routes,2019-11-25 21:23:03,218394.0,,,,,,twitter,2399
2418,[],0.466,,0.682,RT iSydneyNews Shuttered German airport reopens to house refugees https://t.co/wLPUldbDt6 #Sydney #News #Aus,isydneynews shuttered german airport reopens to house refugees sydney news aus,2019-11-25 23:09:49,,,,,,,twitter,2400
2419,[],0.976,,0.864,"More than 218,000 refugees have crossed the Mediterranean to Europe in October - a monthly record and nearly the... https://t.co/GpvUWC4g6v",more than 218 000 refugees have crossed the mediterranean to europe in october a monthly record and nearly the,2019-11-26 17:53:20,218000.0,,,,,,twitter,2401
2420,"['austria', 'germany']",0.549,['http://pbs.twimg.com/media/CS6T9iXWcAEBUBl.jpg'],0.674,"RT @Daily_Express: Refugee crisis could spark WAR if Austria closes border with Germany, Merkel warns https://t.co/WUlKuFl4yt https://t.co/…",refugee crisis could spark war if austria closes border with germany merkel warns,2019-11-26 19:39:52,,,,,010100000076711B0DE05D30409A99999999194840,,twitter,2402
2421,['chios'],0.051,,0.749,"Refugee arrivals at #Chios
Yesterday around 600 ppl
#refugeesgr #refugeeswelcome #refugeecrisis #OpenEUborders",refugee arrivals at chios yesterday around 600 ppl refugeesgr refugeeswelcome refugeecrisis openeuborders,2019-11-27 07:37:24,600.0,,,,,,twitter,2403
2422,"['hungary', 'austria']",0.581,,0.528,Hungary takes over case of death of 71 migrants from Austria https://t.co/Jwi4uM78vI,hungary takes over case of death of 71 migrants from austria,2019-11-27 09:14:04,71.0,,AT,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,2404
2423,"['hungary', 'austria']",0.373,,0.642,Hungary takes over case of death of 71 migrants from Austria: Hungarian police arrested the five people - four... https://t.co/PbMeaYE7rT,hungary takes over case of death of 71 migrants from austria hungarian police arrested the five people four,2019-11-27 09:21:56,,,AT,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,2405
2424,"['greece', 'luxembourg']",0.077,,0.642,First 30 refugees to be relocated from Greece head to Luxembourg https://t.co/lJk5l0YfTX,first 30 refugees to be relocated from greece head to luxembourg,2019-11-27 12:01:14,30.0,,EL,LU,010100000000000000000036400000000000804340,,twitter,2406
2425,[],0.541,,0.509,PM waits to hear from Dutton on refugees https://t.co/enZKAOlvck,pm waits to hear from dutton on refugees,2019-11-27 23:19:03,,,,,,,twitter,2407
2426,['turkey'],0.014,,0.519,"UN expects 600,000 migrant arrivals from Turkey https://t.co/8V0LCD4xja",un expects 600 000 migrant arrivals from turkey,2019-11-28 11:42:39,600000.0,,TR,,01010000003BDF4F8D976E40409CC420B072F84340,,twitter,2408
2427,"['syria', 'russia', 'norway']",0.364,,0.928,Photos Capture Syrian Refugees On Polar Route From Russia To Norway https://t.co/p8dFgD6q0D,photos capture syrian refugees on polar route from russia to norway,2019-11-28 13:20:49,,,,NO,0101000000E8D9ACFA5C254240EFC9C342ADC14040,,twitter,2409
2428,['greece'],0.061,,0.574,"More than 612,605 #refugees arrived by sea in #Greece in 2015 #RefugeesSafePassage #OpenEUborders",more than 612 605 refugees arrived by sea in greece in 2015 refugeessafepassage openeuborders,2019-11-28 21:29:12,612605.0,,,,010100000000000000000036400000000000804340,,twitter,2410
2429,['piraeus'],0.807,,0.865,"About 3000 refugees and migrants arrive in Piraeus, more to come https://t.co/lCBGRWTJZb #MuslimInvaders",about 3000 refugees and migrants arrive in piraeus more to come musliminvaders,2019-12-02 10:50:40,3000.0,,,,,,twitter,2411
2430,"['freilassing', 'austria']",0.799,,0.756,RT @valmcdermid: Stunned by the patient queue of hundreds of refugees at Freilassing on the German/Austrian border. Their quiet dignity. Th…,stunned by the patient queue of hundreds of refugees at freilassing on the german austrian border their quiet dignity th,2019-12-03 17:37:55,,,,DE215,01010000001E166A4DF3EE2940DFE00B93A9EA4740,,twitter,2412
2431,"['slovenia', 'croatian']",0.534,,0.698,Refugee crisis: Slovenia begins erecting razor-wire fence on Croatian border to keep out migrants https://t.co/jwrffSFSJN #telegraph #news,refugee crisis slovenia begins erecting razor wire fence on croatian border to keep out migrants telegraph news,2019-12-04 12:12:01,,,,,0101000000151DC9E53F042D402CD49AE61D074740,,twitter,2413
2432,"['slovenia', 'croatia']",0.975,,0.69,VIDEO: Slovenia's razor-wire migrant fence: Slovenia has started building a razor-wire fence along its border with Croatia to control the…,video slovenias razor wire migrant fence slovenia has started building a razor wire fence along its border with croatia to control the,2019-12-04 14:01:33,,,,,0101000000151DC9E53F042D402CD49AE61D074740,,twitter,2414
2433,['sweden'],0.139,['http://pbs.twimg.com/media/CTkMeEQUsAAaK8Y.jpg'],0.506,RT @TelegraphNews: Sweden to impose new border controls after record migrant arrivals https://t.co/NmnA9XxlOK https://t.co/BVQTOV7Bde,sweden to impose new border controls after record migrant arrivals,2019-12-04 22:51:11,,,,,,,twitter,2415
2434,['sweden'],0.097,,0.71,RT @NahBabyNah: Sweden to impose new border controls after record migrant arrivals: Border controls ordered at ferry terminals... https://t…,sweden to impose new border controls after record migrant arrivals border controls ordered at ferry terminals,2019-12-04 23:24:24,,,,,,,twitter,2416
2435,['sweden'],0.706,,0.783,"RT @LeaveEUOfficial: Sweden re-impose border controls after 80,000 migrants arrive in September alone. https://t.co/b41jUzPCpL #LeaveEU",sweden re impose border controls after 80 000 migrants arrive in september alone leaveeu,2019-12-05 11:11:38,80000.0,,,,,,twitter,2417
2436,['sweden'],0.087,,0.685,Refugee haven Sweden reintroduces border controls amid migration crisis https://t.co/WGfP7qeliU,refugee haven sweden reintroduces border controls amid migration crisis,2019-12-05 13:48:34,,,,,,,twitter,2418
2437,['sweden'],0.147,,0.967,The Latest: Dozens of migrants barred from ferries to Sweden https://t.co/Rvdw41dxoK,the latest dozens of migrants barred from ferries to sweden,2019-12-05 15:49:18,,,,SE,,,twitter,2419
2438,['sweden'],0.251,,0.711,"Sweden will impose temporary border controls from Thursday in response to a record influx of refugees, a turnaroun… https://t.co/CarXnTgWm9",sweden will impose temporary border controls from thursday in response to a record influx of refugees a turnaroun,2019-12-05 17:09:02,,,,,,,twitter,2420
2439,['sweden'],0.055,,0.625,Sweden checks trains for migrants in first border controls in 20 years https://t.co/BiYAvNoszc,sweden checks trains for migrants in first border controls in 20years,2019-12-05 17:44:53,,train,,,,,twitter,2421
2440,['sweden'],0.146,,0.51,Refugee Crisis Prompts Sweden to Introduce Border Controls https://t.co/qDoxPBEjly,refugee crisis prompts sweden to introduce border controls,2019-12-06 23:07:58,,,,,,,twitter,2422
2441,['syria'],0.827,['http://pbs.twimg.com/media/CTvT-GMUEAAgCmT.jpg'],0.677,"RT @JohnGGalt: BREAKING: 1st load of 10,000 Syrian refugees arrived in New Orleans https://t.co/aDdJbKGcmi #MakeAmericaGreatAgain https://t…",breaking 1st load of 10 000 syrian refugees arrived in new orleans makeamericagreatagain,2019-12-07 02:39:47,10000.0,,,,0101000000E8D9ACFA5C254240EFC9C342ADC14040,,twitter,2423
2442,['syria'],0.599,['http://pbs.twimg.com/media/CTvZ1JoVEAEZR_s.jpg'],0.566,"RT @TheLastRefuge2: Ironic Timing – Today First load of 10,000 Syrian “Refugees” Has Arrived in New Orleans –… https://t.co/k8W39Jx9pH http…",ironic timing today first load of 10 000 syrian refugees has arrived in new orleans,2019-12-07 03:05:23,10000.0,,,,0101000000E8D9ACFA5C254240EFC9C342ADC14040,,twitter,2424
2443,['slovakia'],0.324,,0.653,"@KingKurmudgeon @KeeneMLB he was trying to get slovakia to take in "" refugees"" earlier",he was trying to get slovakia to take in refugees earlier,2019-12-07 03:29:11,,,,,0101000000075F984C151C31407CF2B0506B124840,,twitter,2425
2444,"['glasgow', 'syria']",0.376,,0.751,Home Office announce plane of Syrian refugees due to arrive in Glasgow on Tuesday (From Herald Scotland) https://t.co/6KS3oswqFm,home office announce plane of syrian refugees due to arrive in glasgow on tuesday from herald scotland,2019-12-07 09:41:48,,,,UKM82,,,twitter,2426
2445,['syria'],0.195,,0.566,https://t.co/hQ6Dw2ejA1 RT riley1999: Syrian refugees beginning to arrive in New Orleans https://t.co/P3mwcmna1Y,riley1999 syrian refugees beginning to arrive in new orleans,2019-12-07 11:18:57,,,,,0101000000E8D9ACFA5C254240EFC9C342ADC14040,,twitter,2427
2446,"['syria', 'france']",0.152,,0.634,"RT @RussVet1: OHELL- First of 10,000 Syrian ISIS “Refugees” just Arrived in New Orleans….how it started in France, open borders &amp; unvetted …",ohell first of 10 000 syrian isis refugees just arrived in new orleans how it started in france open borders amp unvetted,2019-12-07 11:33:47,10000.0,,,,0101000000E8D9ACFA5C254240EFC9C342ADC14040,,twitter,2428
2447,[],0.894,,0.693,"RT @REPORTER_47: ""A record 218,000 migrants crossed the Mediterranean in October – only 1,000 less than the whole of 2014"" https://t.co/TBE…",a record 218 000 migrants crossed the mediterranean in october only 1 000 less than the whole of 2014,2019-12-07 17:50:25,,,,,,,twitter,2429
2448,['syria'],0.017,,0.511,The Syrian Refugee Crisis started in March of 2011,the syrian refugee crisis started in march of 2011,2019-12-07 20:07:33,2011.0,on foot,,,0101000000E8D9ACFA5C254240EFC9C342ADC14040,,twitter,2430
2449,['syria'],0.032,,0.743,"Proud to live in a province that will be welcoming 1,500 Syrian #refugees. #NewBrunswick",proud to live in a province that will be welcoming 1 500 syrian refugees newbrunswick,2019-12-08 13:48:36,1500.0,,,,0101000000E8D9ACFA5C254240EFC9C342ADC14040,,twitter,2431
2450,['syria'],0.0,,0.608,RT @PrestonMitchum: #AllLivesMatter until Syrian refugees need help.,alllivesmatter until syrian refugees need help,2019-12-10 12:31:17,,,,,0101000000E8D9ACFA5C254240EFC9C342ADC14040,,twitter,2432
2451,"['glasgow airport', 'syria']",0.082,,0.665,RT @RGrayHT: Flight carrying around 100 Syrian refugees has touched down at #Glasgow Airport.,flight carrying around 100 syrian refugees has touched down at glasgow airport,2019-12-10 15:35:27,100.0,,,,,,twitter,2433
2452,['syria'],0.376,,0.541,"At least 2,000 Syrian refugees resettled throughout US #FoxNews @FoxNews https://t.co/ZWZYLaKnz8",at least 2 000 syrian refugees resettled throughout us foxnews,2019-12-10 17:47:09,2000.0,,,,0101000000E8D9ACFA5C254240EFC9C342ADC14040,,twitter,2434
2453,['syria'],0.0,,0.504,Or at least all Syrian refugees,or at least all syrian refugees,2019-12-10 19:13:25,,,,,0101000000E8D9ACFA5C254240EFC9C342ADC14040,,twitter,2435
2454,['syria'],0.0,,0.736,BBC News - Syrian refugees flight lands in UK,bbc news syrian refugees flight lands in uk,2019-12-10 20:44:16,,,,,0101000000E8D9ACFA5C254240EFC9C342ADC14040,,twitter,2436
2455,['syria'],0.682,,0.802,Several State Governors Threaten Closed Borders To Syrian Refugees https://t.co/4GKry6OyqO,several state governors threaten closed borders to syrian refugees,2019-12-10 23:05:27,,,,,0101000000E8D9ACFA5C254240EFC9C342ADC14040,,twitter,2437
2456,"['glasgow', 'syria']",0.172,['http://pbs.twimg.com/media/CUBobtQXIAEzHl4.jpg'],0.618,RT @Independent: 100 Syrian refugees are arriving in Glasgow to start new lives in the UK https://t.co/tRjKeprLDm https://t.co/EGUjs5ZURB,100 syrian refugees are arriving in glasgow to start new lives in the uk,2019-12-11 07:50:02,100.0,,,UKM82,,,twitter,2438
2457,['syria'],0.203,,0.834,RT @RedCrossScot: A warm welcome to the Syrian refugees who arrived in Scotland yesterday. #refugeeswelcome,a warm welcome to the syrian refugees who arrived in scotland yesterday refugeeswelcome,2019-12-11 09:46:18,,,,,0101000000E8D9ACFA5C254240EFC9C342ADC14040,,twitter,2439
2458,"['glasgow', 'syria']",0.176,['http://pbs.twimg.com/media/CUFrbsWVAAA7fdq.jpg'],0.673,A charter flight carrying around 100 Syrian refugees landed in Glasgow yesterday  https://t.co/s1SI0C9GIs https://t.co/O6pS5FAW5u,a charter flight carrying around 100 syrian refugees landed in glasgow yesterday,2019-12-11 10:53:56,100.0,,,,,,twitter,2440
2459,['syria'],0.0,['http://pbs.twimg.com/media/CUGC8n5WIAEvbuW.jpg'],0.698,RT @DailyCaller: 13 Syrian Refugees We’d Take Immediately [PHOTOS] https://t.co/szsQPSHuul https://t.co/IwgvFCIkqt,13 syrian refugees wed take immediately photos,2019-12-11 12:36:40,13.0,,,,0101000000E8D9ACFA5C254240EFC9C342ADC14040,,twitter,2441
2460,[],0.0,,0.531,@jumonteirojuli We should stop Scandinavian refugees and vikings from crossing any borders. :),we should stop scandinavian refugees and vikings from crossing any borders,2019-12-11 14:24:40,,,,,,,twitter,2442
2461,['france'],0.077,['http://pbs.twimg.com/media/CUG7J13WEAAZt3h.png'],0.6,"RT @BuzzFeedNews: Hollande Says France Will Welcome 30,000 Refugees Despite Concerns After #ParisAttacks https://t.co/GIwUGgD3Eo https://t.…",hollande says france will welcome 30 000 refugees despite concerns after parisattacks,2019-12-11 16:42:34,30000.0,,,,,,twitter,2443
2462,[],0.015,,0.569,"@kimbrazill Flight AZ215 has been delayed, expected departure is at 11:15 (19/11)",flight az215 has been delayed expected departure is at 1115 19 11,2019-12-12 10:17:44,,,,,,,twitter,2444
2463,['syria'],0.0,,0.658,RT @KDKARadio: Marty Griffin talks live to Bishop Zubik regarding Syrian refugees.,marty griffin talks live to bishop zubik regarding syrian refugees,2019-12-12 14:36:43,,,,,0101000000E8D9ACFA5C254240EFC9C342ADC14040,,twitter,2445
2464,['yyc'],0.017,,0.519,.@nenshi: We are ready for the #refugees. #yyc,we are ready for the refugees yyc,2019-12-12 16:29:46,,,,,,,twitter,2446
2465,"['nepal', 'bhutan']",0.0,['http://pbs.twimg.com/media/CUMcGMBXIAAoNQE.jpg'],0.932,"100,000 Bhutanese refugees relocated from Nepal to West https://t.co/coGtPKOUSI https://t.co/oz7ayiCNsa",100 000 bhutanese refugees relocated from nepal to west,2019-12-12 18:24:16,100000.0,,,,,,twitter,2447
2466,"['macedonian', 'idomeni', 'syria']",0.09,['http://pbs.twimg.com/media/CUQJ2TzU8AARGGF.jpg'],0.979,"RT @marcelvdsteen: At Greek/Macedonian border Syrians, Afghans and Iraqis are allowed to cross in small groups again. #Idomeni https://t.co…",at greek macedonian border syrians afghans and iraqis are allowed to cross in small groups again idomeni,2019-12-13 11:43:03,,,,,0101000000575BB1BFEC6E35400000000000004540,,twitter,2448
2467,"['russia', 'syria', 'syria']",0.0,,0.922,BRAKEING Russia bombards Syria from warships #SyriaWAR,brakeing russia bombards syria from warships syriawar,2019-12-14 00:43:36,,boat,,,,,twitter,2449
2468,"['canada', 'syria']",0.024,,0.534,Canada to fly in 900 Syrian refugees a day: reports - Yahoo News https://t.co/xQwiB06rdd,canada to fly in 900 syrian refugees a day reports yahoo news,2019-12-14 22:24:09,900.0,,,,,,twitter,2450
2469,['turkey'],0.036,,0.623,"RT @dwnews: Turkey detains 1,300 migrants headed to Europe https://t.co/aT8DXZESnE",turkey detains 1 300 migrants headed to europe,2019-12-23 19:57:44,1300.0,,,,01010000003BDF4F8D976E40409CC420B072F84340,,twitter,2451
2470,[],0.726,,0.604,"Over 870000 Migrants Arrive in Europe by Sea in 2015: At least 878,495 migrants have reached European... https://t.co/V1i2mHHmIU #migrant",over 870000 migrants arrive in europe by sea in 2015 at least 878 495 migrants have reached european migrant,2019-12-24 14:00:18,,,,,,,twitter,2452
2471,"['syria', 'canada', 'lebanon']",0.061,,0.605,First new wave of #Syrianrefugees arrive in #Canada from #Lebanon https://t.co/UMLftMlAr6 #cdnpoli #CTV #CBC #CNN #BBC #HumanitarianCrisis,first new wave of syrianrefugees arrive in canada from lebanon cdnpoli ctv cbc cnn bbc humanitariancrisis,2019-12-24 17:08:56,,,,,0101000000E8D9ACFA5C254240EFC9C342ADC14040,,twitter,2453
2472,['slovenia'],0.492,,0.742,"RT @STA_English: Some 3,240 migrants arrived in Slovenia Thursday, to bring the total since mid-October to nearly 289,000",some 3 240 migrants arrived in slovenia thursday to bring the total since mid october to nearly 289 000,2019-12-27 09:11:09,,,,,0101000000151DC9E53F042D402CD49AE61D074740,,twitter,2454
2473,['sweden'],0.494,,0.678,WN: World: Sweden seek to close bridge following record arrivals of refugees https://t.co/bedCyW4ErA,wn world sweden seek to close bridge following record arrivals of refugees,2019-12-27 12:17:51,,,,,,,twitter,2455
2474,"['sicily', 'libya', 'italy', 'spain']",0.032,,0.897,Nearly 2000 migrants rescued yesterday off #Libya's coast by navies from #Italy #UK and #Spain plus @MSF_Sea https://t.co/c6xWibKg4A #Sicily,nearly 2000 migrants rescued yesterday off libyas coast by navies from italy uk and spain plus sicily,2019-12-27 13:25:31,2000.0,,IT,,01010000000000000000002C400000000000C04240,,twitter,2456
2475,['turkey'],0.0,,0.902,"Turkey detains 3,000 refugees after EU deal https://t.co/c40LNeujtr",turkey detains 3 000 refugees after eudeal,2019-12-27 15:25:46,3000.0,,,,01010000003BDF4F8D976E40409CC420B072F84340,,twitter,2457
2476,['macedonia'],0.196,,0.685,"https://t.co/Zg4acksyit The Latest: Over 2,000 refugees cross Macedonia border; others toss rocks at Greek riot police",the latest over 2 000 refugees cross macedonia border others toss rocks at greek riot police,2019-12-27 18:51:05,2000.0,,,,0101000000575BB1BFEC6E35400000000000004540,,twitter,2458
2477,"['macedonian', 'greece']",0.135,,0.728,Migrant crisis: Macedonian border with Greece reopens https://t.co/XzhTxFfIXm,migrant crisis macedonian border with greece reopens,2019-12-28 09:01:16,,,,,0101000000575BB1BFEC6E35400000000000004540,,twitter,2459
2478,['calais'],0.054,,0.724,RT @POFerriesFR8: Calais - Rocade motorway has been closed temporarily due to migrant activity,calais rocade motorway has been closed temporarily due to migrant activity,2020-01-08 10:09:03,,,,,,,twitter,2460
2479,"['vienna', 'riyadh', 'syria']",0.088,['http://pbs.twimg.com/media/CWWgTxfWEAATMXT.jpg'],0.59,Sons of #Syria: From #Vienna to #Riyadh https://t.co/HQ98shfrJe https://t.co/nzTIMGVhf0,sons of syria from vienna to riyadh,2020-01-08 13:50:16,,,AT13,,010100000076711B0DE05D30409A99999999194840,,twitter,2461
2480,['syria'],0.0,,0.505,"RT @Drudge_Report_: 100,000 #SYRIANS QUIETLY ADMITTED TO #USA... https://t.co/9mbSIynOC9",100 000 syrians quietly admitted to usa,2020-01-09 01:18:02,100000.0,,,,0101000000E8D9ACFA5C254240EFC9C342ADC14040,,twitter,2462
2481,['syria'],0.841,['http://pbs.twimg.com/media/CWbwxunUsAAIVBg.jpg'],0.646,"First 1,000 Syrian #refugees arrived in #UK
https://t.co/bI5MMFqwpp https://t.co/aTjz5Sco2H",first 1 000 syrian refugees arrived in uk,2020-01-09 14:20:20,1000.0,,,,0101000000E8D9ACFA5C254240EFC9C342ADC14040,,twitter,2463
2482,['syria'],0.969,,0.643,Syrian Refugees arrive in Manitoba today https://t.co/hSiW6N2ZPt,syrian refugees arrive in manitoba today,2020-01-10 22:29:14,,,,,0101000000E8D9ACFA5C254240EFC9C342ADC14040,,twitter,2464
2483,"['english channel', 'calais']",0.317,,0.516,English Channel Tunnel services disrupted due to Calais migrants https://t.co/gKKOrFTLAM,english channel tunnel services disrupted due to calais migrants,2020-01-11 05:33:06,,,,FRE12,,,twitter,2465
2484,"['winnipeg', 'syria']",0.933,,0.751,RT @coubroughCBC: 17 Syrian refugees arrive in #Winnipeg VIDEO: https://t.co/95co9vW4qS #cbcmb,17 syrian refugees arrive in winnipeg video cbcmb,2020-01-11 22:56:23,17.0,,,,,,twitter,2466
2485,"['winnipeg', 'syria']",0.222,,0.671,Syrian refugees arrive to warm welcome on wintry Winnipeg day: Two Syrian refugee families arrived in Manitoba... https://t.co/AK8JUOKBdz,syrian refugees arrive to warm welcome on wintry winnipeg day two syrian refugee families arrived in manitoba,2020-01-12 01:39:06,2.0,,,,,,twitter,2467
2486,['slovenia'],0.083,,0.622,RT @anushafantahawa: Cut the wire #border #slovenia #wire #refugeeswelcome https://t.co/QN6qn0g2d1,cut the wire border slovenia wire refugeeswelcome,2020-01-13 09:34:07,,,,,0101000000151DC9E53F042D402CD49AE61D074740,,twitter,2468
2487,['hungary'],0.0,,0.64,"Hungary Blasted for Intolerance, Hatred Toward Refugees",hungary blasted for intolerance hatred toward refugees,2020-01-14 03:09:55,,,,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,2469
2488,[],0.217,['http://pbs.twimg.com/media/CW7BfAFUoAEsyXz.jpg'],0.566,"RT @BritainFirst: Almost 100,000 migrants stopped at UK border this year - https://t.co/PdIR1xBcnc https://t.co/xJpCUoz9FY",almost 100 000 migrants stopped at uk border this year,2020-01-15 16:01:33,100000.0,,,,,,twitter,2470
2489,"['turkey', 'syria', 'canada']",0.619,['http://pbs.twimg.com/media/CW7YIBvWsAQMYMa.jpg'],0.96,"7,000 #Syrian #refugees to be #relocated from #Turkey to #Canada
https://t.co/HDK1dxRV3g https://t.co/F6Drfqrmz2",7 000 syrian refugees to be relocated from turkey to canada,2020-01-15 17:40:28,7000.0,,TR,,01010000003BDF4F8D976E40409CC420B072F84340,,twitter,2471
2490,"['italy', 'syria']",0.0,,0.593,"RT @jamieszymko: .@savechildrenuk say 11,000 children in Italy are parentless Syrian refugees #c4news",say 11 000 children in italy are parentless syrian refugees c4news,2020-01-15 19:09:58,11000.0,,,,010100000000000000000029403333333333F34440,,twitter,2472
2491,"['norway', 'russia']",0.942,,0.733,RT @SputnikInt: #Norway deports hundreds of #refugees to #Russia https://t.co/st2cX9iV66,norway deports hundreds of refugees to russia,2020-01-17 02:10:01,,,,,,,twitter,2473
2492,[],0.0,,0.524,Cardinal Dolan welcomes 2 refugee families at Midnight Mass https://t.co/1Iw5LAn8i2,cardinal dolan welcomes 2 refugee families at midnight mass,2020-01-17 08:51:43,2.0,,,,,,twitter,2474
2493,"['syria', 'turkey', 'lebanon']",0.019,,0.682,"dlvr -  Buses carrying 450 evacuees from besieged areas in Syria cross to Turkey, Lebanon https://t.co/dmQaTQUdq0",dlvr buses carrying 450 evacuees from besieged areas in syria cross to turkey lebanon,2020-01-20 14:59:07,450.0,bus,,,0101000000E8D9ACFA5C254240EFC9C342ADC14040,,twitter,2475
2494,"['amman', 'syria']",0.103,,0.9,"Border guards receive 43 Syrian refugees: Amman, Dec. https://t.co/40HWDVeeNL",border guards receive 43 syrian refugees amman dec,2020-01-21 09:28:22,43.0,,,,0101000000BADA8AFD65F74140DE02098A1FF33F40,,twitter,2476
2495,['syria'],0.283,['http://pbs.twimg.com/media/CXabvlgUwAAY81r.png'],0.616,More Syrian refugees to arrive by Thursday https://t.co/hc2tX8Suqh #cdnpoli https://t.co/QOopA5gfWq,more syrian refugees to arrive by thursday cdnpoli,2020-01-21 18:24:30,,,,,0101000000E8D9ACFA5C254240EFC9C342ADC14040,,twitter,2477
2496,"['austria', 'slovenia']",0.915,,0.823,Austria sends hundreds of refugees back to Slovenia: Over 400 refugees trying to cross the border from Sloveni... https://t.co/c0HfKa7of8,austria sends hundreds of refugees back to slovenia over 400 refugees trying to cross the border from sloveni,2020-01-22 00:19:12,400.0,,,SI0,010100000076711B0DE05D30409A99999999194840,,twitter,2478
2497,"['bulgaria', 'pazardjik']",0.1,,0.573,RT @RuptlyNewsroom: #Bulgaria: Police arrest more than 100 refugees near #Pazardjik https://t.co/wCEDQcll6C,bulgaria police arrest more than 100 refugees near pazardjik,2020-01-22 00:39:52,100.0,,,,0101000000BEC11726535538409A99999999194540,,twitter,2479
2498,"['hungary', 'austria']",0.927,,0.987,Hungary To Help Migrants Reach Austria On Buses #Worldnews http://t.co/5oMxsrj6ma,hungary to help migrants reach austria on buses worldnews,2019-09-27 21:26:04,,bus,,AT,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,2480
